,title,labelnumber,cluster_ID
0,t0091x0095y0079ps64.tif,9100950079.0,0
1,t0091x0095y0143ps64.tif,9100950143.0,0
2,t0091x0159y0079ps64.tif,9101590079.0,0
3,t0091x0159y0143ps64.tif,9101590143.0,1
4,t0091x0223y0079ps64.tif,9102230079.0,1
5,t0091x0223y0143ps64.tif,9102230143.0,1
6,t0091x0287y0079ps64.tif,9102870079.0,1
7,t0091x0287y0143ps64.tif,9102870143.0,1
8,t0091x0287y0207ps64.tif,9102870207.0,1
9,t0091x0351y0079ps64.tif,9103510079.0,1
10,t0091x0351y0143ps64.tif,9103510143.0,0
11,t0092x0095y0079ps64.tif,9200950079.0,0
12,t0092x0095y0143ps64.tif,9200950143.0,0
13,t0092x0159y0079ps64.tif,9201590079.0,0
14,t0092x0159y0143ps64.tif,9201590143.0,1
15,t0092x0223y0079ps64.tif,9202230079.0,1
16,t0092x0223y0143ps64.tif,9202230143.0,1
17,t0092x0287y0079ps64.tif,9202870079.0,1
18,t0092x0287y0143ps64.tif,9202870143.0,1
19,t0092x0287y0207ps64.tif,9202870207.0,1
20,t0092x0351y0079ps64.tif,9203510079.0,1
21,t0092x0351y0143ps64.tif,9203510143.0,0
22,t0093x0095y0079ps64.tif,9300950079.0,0
23,t0093x0095y0143ps64.tif,9300950143.0,0
24,t0093x0159y0079ps64.tif,9301590079.0,0
25,t0093x0159y0143ps64.tif,9301590143.0,1
26,t0093x0223y0079ps64.tif,9302230079.0,1
27,t0093x0223y0143ps64.tif,9302230143.0,1
28,t0093x0287y0079ps64.tif,9302870079.0,1
29,t0093x0287y0143ps64.tif,9302870143.0,1
30,t0093x0287y0207ps64.tif,9302870207.0,1
31,t0093x0351y0079ps64.tif,9303510079.0,1
32,t0093x0351y0143ps64.tif,9303510143.0,0
33,t0094x0095y0079ps64.tif,9400950079.0,0
34,t0094x0095y0143ps64.tif,9400950143.0,0
35,t0094x0159y0079ps64.tif,9401590079.0,0
36,t0094x0159y0143ps64.tif,9401590143.0,1
37,t0094x0223y0079ps64.tif,9402230079.0,1
38,t0094x0223y0143ps64.tif,9402230143.0,1
39,t0094x0287y0079ps64.tif,9402870079.0,1
40,t0094x0287y0143ps64.tif,9402870143.0,1
41,t0094x0351y0079ps64.tif,9403510079.0,1
42,t0094x0351y0143ps64.tif,9403510143.0,0
43,t0095x0095y0079ps64.tif,9500950079.0,0
44,t0095x0095y0143ps64.tif,9500950143.0,0
45,t0095x0159y0079ps64.tif,9501590079.0,0
46,t0095x0159y0143ps64.tif,9501590143.0,1
47,t0095x0223y0079ps64.tif,9502230079.0,0
48,t0095x0223y0143ps64.tif,9502230143.0,1
49,t0095x0287y0079ps64.tif,9502870079.0,1
50,t0095x0287y0143ps64.tif,9502870143.0,1
51,t0095x0287y0207ps64.tif,9502870207.0,1
52,t0095x0351y0079ps64.tif,9503510079.0,1
53,t0095x0351y0143ps64.tif,9503510143.0,0
54,t0096x0095y0079ps64.tif,9600950079.0,0
55,t0096x0095y0143ps64.tif,9600950143.0,0
56,t0096x0159y0079ps64.tif,9601590079.0,0
57,t0096x0159y0143ps64.tif,9601590143.0,1
58,t0096x0223y0079ps64.tif,9602230079.0,0
59,t0096x0223y0143ps64.tif,9602230143.0,1
60,t0096x0287y0079ps64.tif,9602870079.0,1
61,t0096x0287y0143ps64.tif,9602870143.0,1
62,t0096x0287y0207ps64.tif,9602870207.0,1
63,t0096x0351y0079ps64.tif,9603510079.0,0
64,t0096x0351y0143ps64.tif,9603510143.0,0
65,t0097x0095y0079ps64.tif,9700950079.0,0
66,t0097x0095y0143ps64.tif,9700950143.0,0
67,t0097x0159y0079ps64.tif,9701590079.0,0
68,t0097x0159y0143ps64.tif,9701590143.0,1
69,t0097x0223y0079ps64.tif,9702230079.0,0
70,t0097x0223y0143ps64.tif,9702230143.0,1
71,t0097x0287y0079ps64.tif,9702870079.0,0
72,t0097x0287y0143ps64.tif,9702870143.0,1
73,t0097x0287y0207ps64.tif,9702870207.0,1
74,t0097x0351y0079ps64.tif,9703510079.0,0
75,t0097x0351y0143ps64.tif,9703510143.0,0
76,t0098x0095y0079ps64.tif,9800950079.0,0
77,t0098x0095y0143ps64.tif,9800950143.0,0
78,t0098x0159y0079ps64.tif,9801590079.0,0
79,t0098x0159y0143ps64.tif,9801590143.0,1
80,t0098x0223y0079ps64.tif,9802230079.0,0
81,t0098x0223y0143ps64.tif,9802230143.0,1
82,t0098x0287y0079ps64.tif,9802870079.0,0
83,t0098x0287y0143ps64.tif,9802870143.0,1
84,t0098x0287y0207ps64.tif,9802870207.0,1
85,t0098x0351y0079ps64.tif,9803510079.0,0
86,t0098x0351y0143ps64.tif,9803510143.0,0
87,t0099x0095y0079ps64.tif,9900950079.0,0
88,t0099x0095y0143ps64.tif,9900950143.0,0
89,t0099x0159y0079ps64.tif,9901590079.0,0
90,t0099x0159y0143ps64.tif,9901590143.0,1
91,t0099x0223y0079ps64.tif,9902230079.0,0
92,t0099x0223y0143ps64.tif,9902230143.0,1
93,t0099x0287y0079ps64.tif,9902870079.0,1
94,t0099x0287y0143ps64.tif,9902870143.0,1
95,t0099x0287y0207ps64.tif,9902870207.0,1
96,t0099x0351y0079ps64.tif,9903510079.0,0
97,t0099x0351y0143ps64.tif,9903510143.0,1
98,t0100x0095y0079ps64.tif,10000950079.0,0
99,t0100x0095y0143ps64.tif,10000950143.0,0
100,t0100x0159y0079ps64.tif,10001590079.0,0
101,t0100x0159y0143ps64.tif,10001590143.0,1
102,t0100x0223y0079ps64.tif,10002230079.0,0
103,t0100x0223y0143ps64.tif,10002230143.0,1
104,t0100x0287y0079ps64.tif,10002870079.0,1
105,t0100x0287y0143ps64.tif,10002870143.0,1
106,t0100x0351y0079ps64.tif,10003510079.0,0
107,t0100x0351y0143ps64.tif,10003510143.0,1
108,t0101x0095y0079ps64.tif,10100950079.0,0
109,t0101x0095y0143ps64.tif,10100950143.0,0
110,t0101x0159y0079ps64.tif,10101590079.0,0
111,t0101x0159y0143ps64.tif,10101590143.0,1
112,t0101x0223y0079ps64.tif,10102230079.0,0
113,t0101x0223y0143ps64.tif,10102230143.0,1
114,t0101x0287y0079ps64.tif,10102870079.0,1
115,t0101x0287y0143ps64.tif,10102870143.0,1
116,t0101x0351y0079ps64.tif,10103510079.0,0
117,t0101x0351y0143ps64.tif,10103510143.0,1
118,t0102x0095y0079ps64.tif,10200950079.0,0
119,t0102x0095y0143ps64.tif,10200950143.0,0
120,t0102x0159y0079ps64.tif,10201590079.0,0
121,t0102x0159y0143ps64.tif,10201590143.0,1
122,t0102x0223y0079ps64.tif,10202230079.0,0
123,t0102x0223y0143ps64.tif,10202230143.0,1
124,t0102x0287y0079ps64.tif,10202870079.0,1
125,t0102x0287y0143ps64.tif,10202870143.0,1
126,t0102x0351y0079ps64.tif,10203510079.0,0
127,t0102x0351y0143ps64.tif,10203510143.0,0
128,t0103x0095y0079ps64.tif,10300950079.0,0
129,t0103x0095y0143ps64.tif,10300950143.0,0
130,t0103x0159y0079ps64.tif,10301590079.0,0
131,t0103x0159y0143ps64.tif,10301590143.0,1
132,t0103x0223y0079ps64.tif,10302230079.0,0
133,t0103x0223y0143ps64.tif,10302230143.0,1
134,t0103x0287y0079ps64.tif,10302870079.0,1
135,t0103x0287y0143ps64.tif,10302870143.0,1
136,t0103x0351y0079ps64.tif,10303510079.0,0
137,t0103x0351y0143ps64.tif,10303510143.0,0
138,t0104x0095y0079ps64.tif,10400950079.0,0
139,t0104x0095y0143ps64.tif,10400950143.0,0
